food,Caloric Value,Fat,Saturated Fats,Monounsaturated Fats,Polyunsaturated Fats,Carbohydrates,Sugars,Protein,Dietary Fiber,Cholesterol,Sodium,Water,Vitamin A,Vitamin B1,Vitamin B11,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Calcium,Copper,Iron,Magnesium,Manganese,Phosphorus,Potassium,Selenium,Zinc,Nutrition Density,image
ikan mas goreng,188.0,12.2,2.9097221039998145,5.119362946892237,3.560914949107946,0.0,0.0,19.3,0.0,111.50533333333333,0.40544,67.0,0.10794666666666666,0.15408000000000002,0.06952000000000001,0.043346666666666665,0.21337333333333333,9.05012,2.2839199999999997,0.7384,1.502,0.10170666666666667,1.2596133333333335,0.18254666666666666,79.08609333333334,2.78404,1.1405733333333334,56.397333333333336,5.284706666666666,395.9189866666666,596.3266666666667,71.78044,0.9902533333333334,0.726,https://cdn1-production-images-kly.akamaized.net/PoXdFBAzit7rJj6MDEQSxQ35dT8=/0x462:5162x3371/1200x675/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/2930376/original/062217400_1570175183-shutterstock_445394449.jpg
ikan mas pepes,209.0,11.3,2.6950704733768776,4.741705024580516,3.2982245020426064,11.8,0.35733333333333334,15.2,0.072,111.50533333333333,0.40544,60.2,0.10794666666666666,0.15408000000000002,0.06952000000000001,0.043346666666666665,0.21337333333333333,9.05012,2.2839199999999997,0.7384,1.502,0.10170666666666667,1.2596133333333335,0.18254666666666666,79.08609333333334,2.78404,1.1405733333333334,56.397333333333336,5.284706666666666,395.9189866666666,596.3266666666667,71.78044,0.9902533333333334,0.576,https://assets.pikiran-rakyat.com/crop/0x0:0x0/x/photo/2022/01/06/1877204615.jpg
ikan mayong segar,97.0,2.0,0.47700362360652704,0.8392398273593833,0.5837565490340896,0.4,0.3162732919254658,17.9,0.06372670807453415,111.50533333333333,0.40544,78.2,0.10794666666666666,0.15408000000000002,0.06952000000000001,0.043346666666666665,0.21337333333333333,9.05012,2.2839199999999997,0.7384,1.502,0.10170666666666667,1.2596133333333335,0.18254666666666666,79.08609333333334,2.78404,1.1405733333333334,56.397333333333336,5.284706666666666,395.9189866666666,596.3266666666667,71.78044,0.9902533333333334,1.351,https://homemadeindonesia.com/apihmi/images/datatoko/K0B6216F87F_brg17106.jpg
ikan mujair dendeng goreng,598.0,26.9,3.625813333333333,6.379253333333334,4.437266666666667,9.2,0.35733333333333334,74.3,0.072,111.50533333333333,0.40544,0.0,0.10794666666666666,0.15408000000000002,0.06952000000000001,0.043346666666666665,0.21337333333333333,9.05012,2.2839199999999997,0.7384,1.502,0.10170666666666667,1.2596133333333335,0.18254666666666666,79.08609333333334,2.78404,1.1405733333333334,56.397333333333336,5.284706666666666,395.9189866666666,596.3266666666667,71.78044,0.9902533333333334,0.597,https://img-global.cpcdn.com/recipes/c49ebd05c391ae54/680x482cq70/dendeng-mujair-foto-resep-utama.jpg
ikan mujair dendeng mentah,582.0,15.2,3.6252275394096056,6.378222687931313,4.436549772659081,37.2,0.35733333333333334,68.3,0.072,111.50533333333333,0.40544,0.0,0.10794666666666666,0.15408000000000002,0.06952000000000001,0.043346666666666665,0.21337333333333333,9.05012,2.2839199999999997,0.7384,1.502,0.10170666666666667,1.2596133333333335,0.18254666666666666,79.08609333333334,2.78404,1.1405733333333334,56.397333333333336,5.284706666666666,395.9189866666666,596.3266666666667,71.78044,0.9902533333333334,0.572,https://images.tokopedia.net/img/cache/700/VqbcmM/2021/5/21/38d1433b-a298-46d1-8f07-797840199762.jpg.webp
ikan mujair goreng,416.0,23.9,3.625813333333333,6.379253333333334,4.437266666666667,0.0,0.0,46.9,0.0,111.50533333333333,0.40544,27.700000000000003,0.10794666666666666,0.15408000000000002,0.06952000000000001,0.043346666666666665,0.21337333333333333,9.05012,2.2839199999999997,0.7384,1.502,0.10170666666666667,1.2596133333333335,0.18254666666666666,79.08609333333334,2.78404,1.1405733333333334,56.397333333333336,5.284706666666666,395.9189866666666,596.3266666666667,71.78044,0.9902533333333334,0.594,https://kurio-img.kurioapps.com/22/10/07/3521e216-d7b3-498d-a045-95973e196c36.jpg
ikan mujair pepes,121.0,2.8,0.6678050730491377,1.1749357583031363,0.8172591686477253,0.8,0.35733333333333334,21.7,0.072,111.50533333333333,0.40544,73.2,0.10794666666666666,0.15408000000000002,0.06952000000000001,0.043346666666666665,0.21337333333333333,9.05012,2.2839199999999997,0.7384,1.502,0.10170666666666667,1.2596133333333335,0.18254666666666666,79.08609333333334,2.78404,1.1405733333333334,56.397333333333336,5.284706666666666,395.9189866666666,596.3266666666667,71.78044,0.9902533333333334,1.209,https://sweetrip.id/wp-content/uploads/2022/10/a-pepeas.jpg
ikan mujair segar,89.0,1.0,0.23850181180326352,0.41961991367969165,0.2918782745170448,0.0,0.0,18.7,0.0,111.50533333333333,0.40544,78.8,0.10794666666666666,0.15408000000000002,0.06952000000000001,0.043346666666666665,0.21337333333333333,9.05012,2.2839199999999997,0.7384,1.502,0.10170666666666667,1.2596133333333335,0.18254666666666666,79.08609333333334,2.78404,1.1405733333333334,56.397333333333336,5.284706666666666,395.9189866666666,596.3266666666667,71.78044,0.9902533333333334,1.507,https://s4.bukalapak.com/img/9282888648/large/1792856_scaled.jpg
ikan nasu metti segar,154.0,5.0,1.1925090590163174,2.098099568398458,1.459391372585224,10.5,0.35733333333333334,16.8,0.072,111.50533333333333,0.40544,66.2,0.10794666666666666,0.15408000000000002,0.06952000000000001,0.043346666666666665,0.21337333333333333,9.05012,2.2839199999999997,0.7384,1.502,0.10170666666666667,1.2596133333333335,0.18254666666666666,79.08609333333334,2.78404,1.1405733333333334,56.397333333333336,5.284706666666666,395.9189866666666,596.3266666666667,71.78044,0.9902533333333334,0.823,https://img-global.cpcdn.com/recipes/a9e68b1f59b7db4c/680x482cq70/ikan-kuah-kuning-nasu-bale-menre-bhs-bugis-foto-resep-utama.jpg
ikan oci kembung segar,125.0,3.4,0.810906160131096,1.4267077065109517,0.9923861333579523,2.2,0.35733333333333334,21.3,0.072,111.50533333333333,0.40544,71.6,0.10794666666666666,0.15408000000000002,0.06952000000000001,0.043346666666666665,0.21337333333333333,9.05012,2.2839199999999997,0.7384,1.502,0.10170666666666667,1.2596133333333335,0.18254666666666666,79.08609333333334,2.78404,1.1405733333333334,56.397333333333336,5.284706666666666,395.9189866666666,596.3266666666667,71.78044,0.9902533333333334,1.158,https://d1vbn70lmn1nqe.cloudfront.net/prod/wp-content/uploads/2022/10/17065323/Jarang-Disadari-Ini-X-Manfaat-Ikan-Kembung-bagi-Kesehatan.jpg
ikan papuyu bakar,152.0,6.1,1.4548610519999072,2.5596814734461186,1.780457474553973,6.7,0.35733333333333334,17.6,0.072,111.50533333333333,0.40544,68.1,0.10794666666666666,0.15408000000000002,0.06952000000000001,0.043346666666666665,0.21337333333333333,9.05012,2.2839199999999997,0.7384,1.502,0.10170666666666667,1.2596133333333335,0.18254666666666666,79.08609333333334,2.78404,1.1405733333333334,56.397333333333336,5.284706666666666,395.9189866666666,596.3266666666667,71.78044,0.9902533333333334,0.855,https://img-global.cpcdn.com/recipes/c0df8c1401aba288/1200x630cq70/photo.jpg
ikan papuyu/ betok segar,120.0,4.9,1.1686588778359912,2.0561375770304893,1.4302035451335195,4.6,0.35733333333333334,14.3,0.072,111.50533333333333,0.40544,74.69999999999999,0.10794666666666666,0.15408000000000002,0.06952000000000001,0.043346666666666665,0.21337333333333333,9.05012,2.2839199999999997,0.7384,1.502,0.10170666666666667,1.2596133333333335,0.18254666666666666,79.08609333333334,2.78404,1.1405733333333334,56.397333333333336,5.284706666666666,395.9189866666666,596.3266666666667,71.78044,0.9902533333333334,0.973,https://www.researchgate.net/publication/334733354/figure/fig1/AS:785755827888128@1564350196700/Gambar-5-Papuyu-Anabas-testudineus.ppm
ikan patin bakar,144.0,6.3,1.5025614143605601,2.643605456182057,1.838833129457382,4.3,0.35733333333333334,17.5,0.072,111.50533333333333,0.40544,70.4,0.10794666666666666,0.15408000000000002,0.06952000000000001,0.043346666666666665,0.21337333333333333,9.05012,2.2839199999999997,0.7384,1.502,0.10170666666666667,1.2596133333333335,0.18254666666666666,79.08609333333334,2.78404,1.1405733333333334,56.397333333333336,5.284706666666666,395.9189866666666,596.3266666666667,71.78044,0.9902533333333334,0.899,https://awsimages.detik.net.id/community/media/visual/2022/05/16/resep-ikan-patin-bakar-bumbu-kecap-pedas_43.jpeg?w=1200
ikan patin segar,132.0,6.6,1.574111957901539,2.7694914302859646,1.9263966118124956,1.1,0.35733333333333334,17.0,0.072,111.50533333333333,0.40544,73.8,0.10794666666666666,0.15408000000000002,0.06952000000000001,0.043346666666666665,0.21337333333333333,9.05012,2.2839199999999997,0.7384,1.502,0.10170666666666667,1.2596133333333335,0.18254666666666666,79.08609333333334,2.78404,1.1405733333333334,56.397333333333336,5.284706666666666,395.9189866666666,596.3266666666667,71.78044,0.9902533333333334,0.966,https://trubus.id/wp-content/uploads/2022/08/Tiga-Olahan-Enak-Berbahan-Baku-Ikan-Patin-dok.-trubus.jpg
ikan peda banjar mentah,156.0,4.0,0.8529025444704795,1.3669515857562455,1.5801458697732749,2.0,0.0,28.0,0.0,85.0,1.5,64.5,0.05,0.03875,0.025750000000000002,2.5,0.095,3.15,0.302,0.08725000000000001,0.0,0.0325,0.8250000000000001,0.02275,850.0,0.11699999999999999,4.5,18.125,0.0575,600.0,450.0,0.03625,0.63275,1.907,https://images.tokopedia.net/img/cache/500-square/product-1/2020/4/28/7175728/7175728_25c6290f-ccb7-47d2-a15c-1266d270670a_1000_1000.jpg
ikan pepetek,176.0,4.4,1.0494079719343594,1.8463276201906431,1.284264407874997,0.0,0.0,32.0,0.0,111.50533333333333,0.40544,62.1,0.10794666666666666,0.15408000000000002,0.06952000000000001,0.043346666666666665,0.21337333333333333,9.05012,2.2839199999999997,0.7384,1.502,0.10170666666666667,1.2596133333333335,0.18254666666666666,79.08609333333334,2.78404,1.1405733333333334,56.397333333333336,5.284706666666666,395.9189866666666,596.3266666666667,71.78044,0.9902533333333334,1.064,https://upload.wikimedia.org/wikipedia/commons/1/18/Eubleekeria_splendens.jpg
ikan pindang banjar mentah,157.0,4.2,0.8955476716940034,1.4352991650440579,1.6591531632619385,1.8,0.0,28.0,0.0,85.0,1.5,64.5,0.05,0.03875,0.025750000000000002,2.5,0.095,3.15,0.302,0.08725000000000001,0.0,0.0325,0.8250000000000001,0.02275,850.0,0.11699999999999999,4.5,18.125,0.0575,600.0,450.0,0.03625,0.63275,1.895,https://images.tokopedia.net/img/cache/700/VqbcmM/2020/9/9/44e37968-f73e-414b-85e9-9827c1aa143d.jpg
ikan pindang benggol mentah,170.0,4.2,0.8955476716940034,1.4352991650440579,1.6591531632619385,0.0,0.0,31.0,0.0,85.0,1.5,63.3,0.05,0.03875,0.025750000000000002,2.5,0.095,3.15,0.302,0.08725000000000001,0.0,0.0325,0.8250000000000001,0.02275,850.0,0.11699999999999999,4.5,18.125,0.0575,600.0,450.0,0.03625,0.63275,1.821,https://images.tokopedia.net/img/cache/700/product-1/2020/5/18/100272860/100272860_f2502f9f-9d38-4cdd-b059-e7ca97aa1eff_663_663
ikan pindang layang mentah,153.0,2.8,0.5970317811293356,0.9568661100293718,1.1061021088412923,0.0,0.0,30.0,0.0,85.0,1.5,65.7,0.05,0.03875,0.025750000000000002,2.5,0.095,3.15,0.302,0.08725000000000001,0.0,0.0325,0.8250000000000001,0.02275,850.0,0.11699999999999999,4.5,18.125,0.0575,600.0,450.0,0.03625,0.63275,1.997,https://cf.shopee.co.id/file/0e26765825aea3e4317d06e1bdc59e54
ikan pindang selar mentah,142.0,3.0,0.6396769083528596,1.0252136893171842,1.1851094023299562,0.0,0.0,27.0,0.0,85.0,1.5,68.5,0.05,0.03875,0.025750000000000002,2.5,0.095,3.15,0.302,0.08725000000000001,0.0,0.0325,0.8250000000000001,0.02275,850.0,0.11699999999999999,4.5,18.125,0.0575,600.0,450.0,0.03625,0.63275,2.067,https://s3.dimanaja.com/resep/cover/pindang-ikan-selar-e069d05.webp
ikan sale lais mentah,415.0,17.6,3.625813333333333,6.379253333333334,4.437266666666667,2.9,0.35733333333333334,61.3,0.072,111.50533333333333,0.40544,16.69999999999999,0.10794666666666666,0.15408000000000002,0.06952000000000001,0.043346666666666665,0.21337333333333333,9.05012,2.2839199999999997,0.7384,1.502,0.10170666666666667,1.2596133333333335,0.18254666666666666,79.08609333333334,2.78404,1.1405733333333334,56.397333333333336,5.284706666666666,395.9189866666666,596.3266666666667,71.78044,0.9902533333333334,0.734,https://images.tokopedia.net/img/cache/700/product-1/2016/10/28/4294887/4294887_93a595e0-6049-492f-9da8-1a9d01d36dba.jpg
ikan sale segar,534.0,39.3,3.625813333333333,6.379253333333334,4.437266666666667,4.9,0.35733333333333334,40.2,0.072,111.50533333333333,0.40544,14.099999999999994,0.10794666666666666,0.15408000000000002,0.06952000000000001,0.043346666666666665,0.21337333333333333,9.05012,2.2839199999999997,0.7384,1.502,0.10170666666666667,1.2596133333333335,0.18254666666666666,79.08609333333334,2.78404,1.1405733333333334,56.397333333333336,5.284706666666666,395.9189866666666,596.3266666666667,71.78044,0.9902533333333334,0.413,https://www.bengkulutoday.com/sites/default/files/article/2021-04/salai.jpg
ikan saluang kering mentah,284.0,9.9,1.7002499999999998,2.7249999999999996,3.15,14.6,0.0,34.1,0.0,85.0,1.5,39.9,0.05,0.03875,0.025750000000000002,2.5,0.095,3.15,0.302,0.08725000000000001,0.0,0.0325,0.8250000000000001,0.02275,850.0,0.11699999999999999,4.5,18.125,0.0575,600.0,450.0,0.03625,0.63275,1.134,https://cf.shopee.co.id/file/7c26ef3abb212c815cac1b6bb8aa7314
ikan saluang segar,113.0,4.9,1.1686588778359912,2.0561375770304893,1.4302035451335195,3.4,0.35733333333333334,13.9,0.072,111.50533333333333,0.40544,76.3,0.10794666666666666,0.15408000000000002,0.06952000000000001,0.043346666666666665,0.21337333333333333,9.05012,2.2839199999999997,0.7384,1.502,0.10170666666666667,1.2596133333333335,0.18254666666666666,79.08609333333334,2.78404,1.1405733333333334,56.397333333333336,5.284706666666666,395.9189866666666,596.3266666666667,71.78044,0.9902533333333334,1.019,https://upload.wikimedia.org/wikipedia/id/0/0d/Rasbora-borapatensis.jpg
ikan sanggang masakan,240.0,7.7,1.8364639508851288,3.231073335333625,2.247462713781245,20.7,0.35733333333333334,21.7,0.072,111.50533333333333,0.40544,48.400000000000006,0.10794666666666666,0.15408000000000002,0.06952000000000001,0.043346666666666665,0.21337333333333333,9.05012,2.2839199999999997,0.7384,1.502,0.10170666666666667,1.2596133333333335,0.18254666666666666,79.08609333333334,2.78404,1.1405733333333334,56.397333333333336,5.284706666666666,395.9189866666666,596.3266666666667,71.78044,0.9902533333333334,0.61,https://img-global.cpcdn.com/recipes/fafa134ca5a95acb/680x482cq70/ikan-bakar-kelabau-ala-mamak-tya-foto-resep-utama.jpg
ikan sarden segar,109.0,1.8,0.4293032612458743,0.7553158446234449,0.5253808941306807,3.4,0.35733333333333334,19.9,0.072,111.50533333333333,0.40544,73.4,0.10794666666666666,0.15408000000000002,0.06952000000000001,0.043346666666666665,0.21337333333333333,9.05012,2.2839199999999997,0.7384,1.502,0.10170666666666667,1.2596133333333335,0.18254666666666666,79.08609333333334,2.78404,1.1405733333333334,56.397333333333336,5.284706666666666,395.9189866666666,596.3266666666667,71.78044,0.9902533333333334,1.276,https://asset-a.grid.id/crop/0x0:0x0/700x465/photo/2020/02/17/2999385616.jpg
ikan segar,113.0,4.5,1.0732581531146859,1.8882896115586123,1.3134522353267015,0.0,0.0,17.0,0.0,111.50533333333333,0.40544,77.0,0.10794666666666666,0.15408000000000002,0.06952000000000001,0.043346666666666665,0.21337333333333333,9.05012,2.2839199999999997,0.7384,1.502,0.10170666666666667,1.2596133333333335,0.18254666666666666,79.08609333333334,2.78404,1.1405733333333334,56.397333333333336,5.284706666666666,395.9189866666666,596.3266666666667,71.78044,0.9902533333333334,1.127,https://awsimages.detik.net.id/community/media/visual/2018/10/29/00c23498-0ad9-42cc-b788-2a04cd3e8fc5.jpeg?w=650&q=90
ikan selar kering,194.0,3.5,0.7462897264116696,1.1960826375367148,1.3826276360516154,0.0,0.0,38.0,0.0,85.0,1.5,57.0,0.05,0.03875,0.025750000000000002,2.5,0.095,3.15,0.302,0.08725000000000001,0.0,0.0325,0.8250000000000001,0.02275,850.0,0.11699999999999999,4.5,18.125,0.0575,600.0,450.0,0.03625,0.63275,1.74,https://awsimages.detik.net.id/community/media/visual/2022/01/03/cara-menggoreng-ikan-selar-1_43.jpeg?w=700&q=90
ikan selar kuning cue mentah,138.0,3.3,0.7036445991881456,1.1277350582489025,1.3036203425629518,0.0,0.0,27.0,0.0,85.0,1.5,68.2,0.05,0.03875,0.025750000000000002,2.5,0.095,3.15,0.302,0.08725000000000001,0.0,0.0325,0.8250000000000001,0.02275,850.0,0.11699999999999999,4.5,18.125,0.0575,600.0,450.0,0.03625,0.63275,2.127,https://upload.wikimedia.org/wikipedia/commons/3/3e/Selaro_leptole_100812-6006_tdp.jpg
ikan selar segar,100.0,2.2,0.5247039859671797,0.9231638100953216,0.6421322039374985,0.0,0.0,18.8,0.0,111.50533333333333,0.40544,77.5,0.10794666666666666,0.15408000000000002,0.06952000000000001,0.043346666666666665,0.21337333333333333,9.05012,2.2839199999999997,0.7384,1.502,0.10170666666666667,1.2596133333333335,0.18254666666666666,79.08609333333334,2.78404,1.1405733333333334,56.397333333333336,5.284706666666666,395.9189866666666,596.3266666666667,71.78044,0.9902533333333334,1.345,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Selaro_leptole_100812-6006_tdp.jpg/1200px-Selaro_leptole_100812-6006_tdp.jpg
ikan sepat kering,289.0,14.0,1.7002499999999998,2.7249999999999996,3.15,0.0,0.0,38.0,0.0,85.0,1.5,46.5,0.05,0.03875,0.025750000000000002,2.5,0.095,3.15,0.302,0.08725000000000001,0.0,0.0325,0.8250000000000001,0.02275,850.0,0.11699999999999999,4.5,18.125,0.0575,600.0,450.0,0.03625,0.63275,1.168,https://nnc-media.netralnews.com/286497-ikan%20sepat%20kering-kompasiana.jpg
ikan sepat segar,84.0,0.6,0.1431010870819581,0.25177194820781496,0.17512696471022687,4.7,0.35733333333333334,15.2,0.072,111.50533333333333,0.40544,78.0,0.10794666666666666,0.15408000000000002,0.06952000000000001,0.043346666666666665,0.21337333333333333,9.05012,2.2839199999999997,0.7384,1.502,0.10170666666666667,1.2596133333333335,0.18254666666666666,79.08609333333334,2.78404,1.1405733333333334,56.397333333333336,5.284706666666666,395.9189866666666,596.3266666666667,71.78044,0.9902533333333334,1.432,https://i0.wp.com/agrotek.id/hewan/wp-content/uploads/2021/07/Jenis-Ciri-Habitat-dan-Makanan-Ikan-Sepat.jpg?fit=1366%2C768&ssl=1
ikan sidat segar,81.0,1.9,0.4531534424262007,0.7972778359914141,0.5545687215823851,3.8,0.35733333333333334,11.4,0.072,111.50533333333333,0.40544,81.4,0.10794666666666666,0.15408000000000002,0.06952000000000001,0.043346666666666665,0.21337333333333333,9.05012,2.2839199999999997,0.7384,1.502,0.10170666666666667,1.2596133333333335,0.18254666666666666,79.08609333333334,2.78404,1.1405733333333334,56.397333333333336,5.284706666666666,395.9189866666666,596.3266666666667,71.78044,0.9902533333333334,1.298,https://mfcepusluh.bpsdmkp.kkp.go.id/asset/foto_berita/SIDAT_OK_-1.jpg
ikan sunu asin mentah,199.0,3.8,0.8102574172469557,1.2986040064684334,1.5011385762846112,7.1,0.0,34.1,0.0,85.0,1.5,53.5,0.05,0.03875,0.025750000000000002,2.5,0.095,3.15,0.302,0.08725000000000001,0.0,0.0325,0.8250000000000001,0.02275,850.0,0.11699999999999999,4.5,18.125,0.0575,600.0,450.0,0.03625,0.63275,1.618,https://s1.bukalapak.com/img/10859818002/large/data.jpeg
ikan sunu segar,111.0,3.4,0.810906160131096,1.4267077065109517,0.9923861333579523,6.7,0.35733333333333334,13.3,0.072,111.50533333333333,0.40544,75.1,0.10794666666666666,0.15408000000000002,0.06952000000000001,0.043346666666666665,0.21337333333333333,9.05012,2.2839199999999997,0.7384,1.502,0.10170666666666667,1.2596133333333335,0.18254666666666666,79.08609333333334,2.78404,1.1405733333333334,56.397333333333336,5.284706666666666,395.9189866666666,596.3266666666667,71.78044,0.9902533333333334,1.015,https://upload.wikimedia.org/wikipedia/commons/3/32/Plectropomus_leopardus.jpg
ikan tahuman segar,88.0,0.9,0.21465163062293716,0.37765792231172246,0.26269044706534034,4.1,0.35733333333333334,15.9,0.072,111.50533333333333,0.40544,77.6,0.10794666666666666,0.15408000000000002,0.06952000000000001,0.043346666666666665,0.21337333333333333,9.05012,2.2839199999999997,0.7384,1.502,0.10170666666666667,1.2596133333333335,0.18254666666666666,79.08609333333334,2.78404,1.1405733333333334,56.397333333333336,5.284706666666666,395.9189866666666,596.3266666666667,71.78044,0.9902533333333334,1.399,https://rimbakita.com/wp-content/uploads/2021/01/ikan-toman.jpg
ikan tarmon segar,96.0,1.1,0.26235199298358985,0.4615819050476608,0.32106610196874924,2.0,0.35733333333333334,19.5,0.072,111.50533333333333,0.40544,75.9,0.10794666666666666,0.15408000000000002,0.06952000000000001,0.043346666666666665,0.21337333333333333,9.05012,2.2839199999999997,0.7384,1.502,0.10170666666666667,1.2596133333333335,0.18254666666666666,79.08609333333334,2.78404,1.1405733333333334,56.397333333333336,5.284706666666666,395.9189866666666,596.3266666666667,71.78044,0.9902533333333334,1.432,https://nakamaaquatics.id/wp-content/uploads/2018/05/Indo-Pasific-Tarpon.png
ikan telan segar,95.0,0.7,0.16695126826228443,0.2937339395757841,0.20431479216193132,6.5,0.35733333333333334,15.8,0.072,111.50533333333333,0.40544,75.5,0.10794666666666666,0.15408000000000002,0.06952000000000001,0.043346666666666665,0.21337333333333333,9.05012,2.2839199999999997,0.7384,1.502,0.10170666666666667,1.2596133333333335,0.18254666666666666,79.08609333333334,2.78404,1.1405733333333334,56.397333333333336,5.284706666666666,395.9189866666666,596.3266666666667,71.78044,0.9902533333333334,1.292,https://blogger.googleusercontent.com/img/a/AVvXsEgba6E89_I30f-0A_i3n5JS5xSCizdlJInQuk2baiseXg5ni9m3oW5P_m19BjUXNHT5-TTWCNUPtQwytE_eODWyGe9_yv6W5m6EzITwy12weA1rdZE5V5qnaUYlq_0ekxES9VRKpBrBYvmP0Bu2B4coMg1fx1gKJXs4andJfgUVrKfxbkUp1G0rB-240Q=w1200-h630-p-k-no-nu
ikan telur asin mentah,358.0,26.4,1.7002499999999998,2.7249999999999996,3.15,9.4,0.0,20.7,0.0,85.0,1.5,42.00000000000001,0.05,0.03875,0.025750000000000002,2.5,0.095,3.15,0.302,0.08725000000000001,0.0,0.0325,0.8250000000000001,0.02275,850.0,0.11699999999999999,4.5,18.125,0.0575,600.0,450.0,0.03625,0.63275,0.75,https://i0.wp.com/resepkoki.id/wp-content/uploads/2017/09/Fish-roe.jpg?fit=540%2C404&ssl=1
ikan tembang,204.0,15.0,3.5775271770489527,6.2942987051953745,4.378174117755672,0.0,0.0,16.0,0.0,111.50533333333333,0.40544,67.5,0.10794666666666666,0.15408000000000002,0.06952000000000001,0.043346666666666665,0.21337333333333333,9.05012,2.2839199999999997,0.7384,1.502,0.10170666666666667,1.2596133333333335,0.18254666666666666,79.08609333333334,2.78404,1.1405733333333334,56.397333333333336,5.284706666666666,395.9189866666666,596.3266666666667,71.78044,0.9902533333333334,0.604,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2022/4/19/87543f36-a30b-438c-87df-cc28f4fef66c.jpg
ikan tempahas segar,101.0,4.1,0.9778574283933803,1.7204416460867356,1.1967009255198835,1.0,0.35733333333333334,15.1,0.072,111.50533333333333,0.40544,78.3,0.10794666666666666,0.15408000000000002,0.06952000000000001,0.043346666666666665,0.21337333333333333,9.05012,2.2839199999999997,0.7384,1.502,0.10170666666666667,1.2596133333333335,0.18254666666666666,79.08609333333334,2.78404,1.1405733333333334,56.397333333333336,5.284706666666666,395.9189866666666,596.3266666666667,71.78044,0.9902533333333334,1.187,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Wallagonia_leerii.jpg/1200px-Wallagonia_leerii.jpg
ikan tepung mentah,316.0,6.5,1.5502617767212128,2.727529438917996,1.8972087843607912,22.4,0.35733333333333334,60.1,0.072,111.50533333333333,0.40544,9.5,0.10794666666666666,0.15408000000000002,0.06952000000000001,0.043346666666666665,0.21337333333333333,9.05012,2.2839199999999997,0.7384,1.502,0.10170666666666667,1.2596133333333335,0.18254666666666666,79.08609333333334,2.78404,1.1405733333333334,56.397333333333336,5.284706666666666,395.9189866666666,596.3266666666667,71.78044,0.9902533333333334,0.949,https://www.hypermart.co.id/wp-content/uploads/elementor/thumbs/39-p5q08kcf3d0lwn296wiprds6lco6xhci500fw5m7fc.jpg
ikan terbang segar,98.0,1.7,0.405453080065548,0.7133538532554758,0.49619306667897617,1.0,0.35733333333333334,19.6,0.072,111.50533333333333,0.40544,76.2,0.10794666666666666,0.15408000000000002,0.06952000000000001,0.043346666666666665,0.21337333333333333,9.05012,2.2839199999999997,0.7384,1.502,0.10170666666666667,1.2596133333333335,0.18254666666666666,79.08609333333334,2.78404,1.1405733333333334,56.397333333333336,5.284706666666666,395.9189866666666,596.3266666666667,71.78044,0.9902533333333334,1.407,https://cdn1-production-images-kly.akamaized.net/2nIB6HIv40IwoVBiHpf01GwGYG4=/1280x720/smart/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/1379786/original/078541800_1476951455-ikan-terbang.jpg
ikan teri bubuk,277.0,2.3,0.4904189630705256,0.7859971618098411,0.9085838751196329,1.8,0.0,60.0,0.0,85.0,1.5,34.400000000000006,0.05,0.03875,0.025750000000000002,2.5,0.095,3.15,0.302,0.08725000000000001,0.0,0.0325,0.8250000000000001,0.02275,850.0,0.11699999999999999,4.5,18.125,0.0575,600.0,450.0,0.03625,0.63275,1.536,https://healthycornersby.com/wp-content/uploads/2020/02/WhatsApp-Image-2020-02-24-at-9.55.30-AM.jpeg
ikan teri kering,170.0,3.0,0.6396769083528596,1.0252136893171842,1.1851094023299562,0.0,0.0,33.4,0.0,85.0,1.5,62.1,0.05,0.03875,0.025750000000000002,2.5,0.095,3.15,0.302,0.08725000000000001,0.0,0.0325,0.8250000000000001,0.02275,850.0,0.11699999999999999,4.5,18.125,0.0575,600.0,450.0,0.03625,0.63275,1.877,https://cdn0-production-images-kly.akamaized.net/4bbReyz-sVqbGn_hW5cfWFGKH3k=/735x0:1734x1332/469x625/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/2874061/original/070741100_1565075348-shutterstock_1277489326.jpg
ikan teri kering tawar,331.0,4.2,0.8955476716940034,1.4352991650440579,1.6591531632619385,0.0,0.0,68.7,0.0,85.0,1.5,25.599999999999994,0.05,0.03875,0.025750000000000002,2.5,0.095,3.15,0.302,0.08725000000000001,0.0,0.0325,0.8250000000000001,0.02275,850.0,0.11699999999999999,4.5,18.125,0.0575,600.0,450.0,0.03625,0.63275,1.391,https://id-live-01.slatic.net/p/2c66b75ba7c1ae5fc1aff0e6ba330871.jpg
ikan teri nasi kering,144.0,0.6,0.12793538167057192,0.20504273786343682,0.23702188046599124,0.0,0.0,32.5,0.0,85.0,1.5,65.4,0.05,0.03875,0.025750000000000002,2.5,0.095,3.15,0.302,0.08725000000000001,0.0,0.0325,0.8250000000000001,0.02275,850.0,0.11699999999999999,4.5,18.125,0.0575,600.0,450.0,0.03625,0.63275,2.191,https://s0.bukalapak.com/img/54156313/large/teri_nasi.jpg
